File,Activity,Subject,Trial,A11,A12,A21,A22,A31,A32,A Diff,A Angle,A 3D Angle,B11,B12,B21,B22,B31,B32,B Diff,B Angle,B 3D Angle
a7_s8_t1_color.avi,a7,s8,t1,301.98514,138.02686,301.5423,137.90602,302.31113,136.10826,2.2445831,82.10786279122,11.4086520948072,328.0195,357.0015,327.7142,357.08768,328.45868,357.0272,0.46487427,11.1188241933874,1.20741826972573E-06
a7_s8_t1_color.avi,a7,s8,t1,301.98514,138.02686,301.5423,137.90602,302.31113,136.10826,2.2445831,82.10786279122,11.4086520948072,328.0195,357.0015,327.7142,357.08768,328.45868,357.0272,0.46487427,11.1188241933874,1.20741826972573E-06
a15_s5_t4_color.avi,a15,s5,t4,275.12958,170.01654,288.17917,167.8363,275.93713,178.64156,9.432571,31.9477688510855,3.49148095186048,388.99606,237.98642,388.98367,238.02087,388.95062,237.98582,0.046035767,63.0978172073728,0.019192706097642
a15_s5_t4_color.avi,a15,s5,t4,275.12958,170.01654,288.17917,167.8363,275.93713,178.64156,9.432571,31.9477688510855,3.49148095186048,388.99606,237.98642,388.98367,238.02087,388.95062,237.98582,0.046035767,63.0978172073728,0.019192706097642
a21_s5_t4_color.avi,a21,s5,t4,387.99963,236.99246,348.81473,247.22726,317.95764,104.2398,202.79465,87.5396406133913,12.2291901735438,46.002747,162.94255,45.986015,162.97966,46.002575,162.99568,0.053302765,109.785338368098,0.067328335156924
a21_s5_t4_color.avi,a21,s5,t4,387.99963,236.99246,348.81473,247.22726,317.95764,104.2398,202.79465,87.5396406133913,12.2291901735438,46.002747,162.94255,45.986015,162.97966,46.002575,162.99568,0.053302765,109.785338368098,0.067328335156924
a6_s2_t1_color.avi,a6,s2,t1,346.05127,250.9909,332.46848,250.26508,343.35657,251.43379,3.1375885,3.06766293430635,166.355699158754,320.021,213.00229,322.34012,210.71893,320.25458,212.88925,0.34661865,1.58637215199567,0.090181860372201
a6_s2_t1_color.avi,a6,s2,t1,346.05127,250.9909,332.46848,250.26508,343.35657,251.43379,3.1375885,3.06766293430635,166.355699158754,320.021,213.00229,322.34012,210.71893,320.25458,212.88925,0.34661865,1.58637215199567,0.090181860372201
a1_s5_t1_color.avi,a1,s5,t1,387.97867,237.9429,352.51974,244.95819,356.67612,244.77109,38.130737,8.61355176183502,170.646719093352,47.00019,163.98663,46.974304,164.04039,46.98566,164.00551,0.033405304,7.679505244056,0.098615702125772
a1_s5_t1_color.avi,a1,s5,t1,387.97867,237.9429,352.51974,244.95819,356.67612,244.77109,38.130737,8.61355176183502,170.646719093352,47.00019,163.98663,46.974304,164.04039,46.98566,164.00551,0.033405304,7.679505244056,0.098615702125772
a1_s6_t3_color.avi,a1,s6,t3,388.9795,237.00316,396.1468,240.26501,396.15323,240.29909,10.469666,125.172149028328,0.487126125057067,46.016434,163.0332,45.99627,162.9998,45.99566,162.94844,0.105537415,149.561452810439,0.108927206244653
a1_s6_t3_color.avi,a1,s6,t3,388.9795,237.00316,396.1468,240.26501,396.15323,240.29909,10.469666,125.172149028328,0.487126125057067,46.016434,163.0332,45.99627,162.9998,45.99566,162.94844,0.105537415,149.561452810439,0.108927206244653
a20_s1_t4_color.avi,a20,s1,t4,389.02032,237.01674,359.1327,244.07256,358.7024,244.03632,37.33751,161.902845681728,1.86797169530002,559.9919,112.00658,559.9831,111.991196,559.9447,111.99549,0.058265686,113.360953759795,0.120369107608278
a20_s1_t4_color.avi,a20,s1,t4,389.02032,237.01674,359.1327,244.07256,358.7024,244.03632,37.33751,161.902845681728,1.86797169530002,559.9919,112.00658,559.9831,111.991196,559.9447,111.99549,0.058265686,113.360953759795,0.120369107608278
a2_s5_t1_color.avi,a2,s5,t1,389.02768,238.00264,389.02466,238.01915,339.42743,279.71106,91.30867,140.420799988964,3.41190167828529,46.995132,164.03123,47.00656,163.9989,46.971256,163.9777,0.07740402,101.510507738265,0.129628239264004
a2_s5_t1_color.avi,a2,s5,t1,389.02768,238.00264,389.02466,238.01915,339.42743,279.71106,91.30867,140.420799988964,3.41190167828529,46.995132,164.03123,47.00656,163.9989,46.971256,163.9777,0.07740402,101.510507738265,0.129628239264004
a9_s5_t4_color.avi,a9,s5,t4,278.9769,170.0637,277.79263,170.3215,277.4297,169.57645,2.0344696,103.691633089057,134.873239012219,539.01996,113.98475,539.0105,114.01652,539.0161,114.04074,0.05983734,150.365687854289,0.129628239264004
a9_s5_t4_color.avi,a9,s5,t4,278.9769,170.0637,277.79263,170.3215,277.4297,169.57645,2.0344696,103.691633089057,134.873239012219,539.01996,113.98475,539.0105,114.01652,539.0161,114.04074,0.05983734,150.365687854289,0.129628239264004
a10_s5_t1_color.avi,a10,s5,t1,276.92606,169.99162,272.19968,158.03564,277.44495,170.13927,0.6665344,1.86051837676266,113.809605125799,389.01477,237.98547,389.0317,238.00848,389.0458,238.03761,0.08317566,169.472223671266,0.132322581171185
a10_s5_t1_color.avi,a10,s5,t1,276.92606,169.99162,272.19968,158.03564,277.44495,170.13927,0.6665344,1.86051837676266,113.809605125799,389.01477,237.98547,389.0317,238.00848,389.0458,238.03761,0.08317566,169.472223671266,0.132322581171185
a8_s5_t2_color.avi,a8,s5,t2,389.01926,237.99037,351.8908,244.38144,352.3213,244.8123,43.519897,54.7922111814067,7.42344343079047,45.989998,162.98357,46.010437,162.96915,45.993706,162.94957,0.037704468,84.6840318915582,0.134780759624361
a8_s5_t2_color.avi,a8,s5,t2,389.01926,237.99037,351.8908,244.38144,352.3213,244.8123,43.519897,54.7922111814067,7.42344343079047,45.989998,162.98357,46.010437,162.96915,45.993706,162.94957,0.037704468,84.6840318915582,0.134780759624361
a2_s8_t4_color.avi,a2,s8,t4,388.9969,237.99771,388.9768,237.97794,295.44586,232.07689,99.47185,139.048819835659,5.52874035876724,39.99041,171.99614,39.981087,172.01512,39.96669,172.02028,0.047859192,135.8678970124,0.135450763062555
a2_s8_t4_color.avi,a2,s8,t4,388.9969,237.99771,388.9768,237.97794,295.44586,232.07689,99.47185,139.048819835659,5.52874035876724,39.99041,171.99614,39.981087,172.01512,39.96669,172.02028,0.047859192,135.8678970124,0.135450763062555
a11_s5_t1_color.avi,a11,s5,t1,278.96808,169.93614,275.10962,171.8175,276.60104,168.99062,3.312561,36.1909374426109,2.58132382378724,40.016014,172.01265,40.013725,171.97974,40.044487,171.98938,0.051742554,68.6162027374559,0.138061852095857
a11_s5_t1_color.avi,a11,s5,t1,278.96808,169.93614,275.10962,171.8175,276.60104,168.99062,3.312561,36.1909374426109,2.58132382378724,40.016014,172.01265,40.013725,171.97974,40.044487,171.98938,0.051742554,68.6162027374559,0.138061852095857
a22_s2_t3_color.avi,a22,s2,t3,321.1957,211.01826,322.45874,208.84796,324.98065,209.8948,4.9084015,97.654401870778,21.8356600117142,332.05844,357.00327,330.67535,356.9008,333.9114,356.45016,2.406067,12.165025634531,0.138888065542091
a22_s2_t3_color.avi,a22,s2,t3,321.1957,211.01826,322.45874,208.84796,324.98065,209.8948,4.9084015,97.654401870778,21.8356600117142,332.05844,357.00327,330.67535,356.9008,333.9114,356.45016,2.406067,12.165025634531,0.138888065542091
a2_s8_t3_color.avi,a2,s8,t3,388.97693,237.97125,388.95532,237.98625,317.8255,248.72807,81.90825,153.819020792459,4.10927771907418,47.034725,163.94629,47.03019,163.95467,47.02143,164.01025,0.07725906,160.521208563435,0.141122324259433
a2_s8_t3_color.avi,a2,s8,t3,388.97693,237.97125,388.95532,237.98625,317.8255,248.72807,81.90825,153.819020792459,4.10927771907418,47.034725,163.94629,47.03019,163.95467,47.02143,164.01025,0.07725906,160.521208563435,0.141122324259433
a21_s6_t2_color.avi,a21,s6,t2,389.0138,237.041,389.02628,237.08698,336.26947,191.57878,98.20654,34.029713935383,3.6781144792935,40.029243,170.99586,39.994812,171.01457,39.9699,171.0299,0.093387604,176.902767509652,0.143239150369942
a21_s6_t2_color.avi,a21,s6,t2,389.0138,237.041,389.02628,237.08698,336.26947,191.57878,98.20654,34.029713935383,3.6781144792935,40.029243,170.99586,39.994812,171.01457,39.9699,171.0299,0.093387604,176.902767509652,0.143239150369942
a8_s5_t3_color.avi,a8,s5,t3,389.0277,238.01076,364.7637,244.91164,368.73245,244.86179,27.146286,15.1565398698247,1.14035783074821,40.99841,172.03601,40.96972,172.00565,40.978165,171.9832,0.07305527,116.004274650831,0.143958942070714
a8_s5_t3_color.avi,a8,s5,t3,389.0277,238.01076,364.7637,244.91164,368.73245,244.86179,27.146286,15.1565398698247,1.14035783074821,40.99841,172.03601,40.96972,172.00565,40.978165,171.9832,0.07305527,116.004274650831,0.143958942070714
a1_s6_t1_color.avi,a1,s6,t1,387.99777,237.98483,393.37195,247.7693,393.3664,247.8467,15.230484,147.117070674816,0.614110552464237,40.013805,171.99765,39.98108,172.0187,39.97564,172.01033,0.0508461,90.2396708607072,0.148949054998429
a1_s6_t1_color.avi,a1,s6,t1,387.99777,237.98483,393.37195,247.7693,393.3664,247.8467,15.230484,147.117070674816,0.614110552464237,40.013805,171.99765,39.98108,172.0187,39.97564,172.01033,0.0508461,90.2396708607072,0.148949054998429
a1_s7_t3_color.avi,a1,s7,t3,290.96515,233.9973,291.71985,232.3113,298.93732,300.20358,74.17845,30.1827229443742,54.9677200948127,388.9734,237.98622,391.6468,237.98361,391.6294,237.98244,2.65979,3.92002963911242,0.159597858847104
a1_s7_t3_color.avi,a1,s7,t3,290.96515,233.9973,291.71985,232.3113,298.93732,300.20358,74.17845,30.1827229443742,54.9677200948127,388.9734,237.98622,391.6468,237.98361,391.6294,237.98244,2.65979,3.92002963911242,0.159597858847104
a9_s8_t2_color.avi,a9,s8,t2,388.99872,238.00966,389.0189,237.99776,238.43976,230.75102,157.8176,33.2965255762448,9.11975700875241,560.0224,113.00296,559.9873,113.01714,559.9982,113.02538,0.046592712,59.0283631875234,0.163701781733923
a9_s8_t2_color.avi,a9,s8,t2,388.99872,238.00966,389.0189,237.99776,238.43976,230.75102,157.8176,33.2965255762448,9.11975700875241,560.0224,113.00296,559.9873,113.01714,559.9982,113.02538,0.046592712,59.0283631875234,0.163701781733923
a4_s6_t1_color.avi,a4,s6,t1,388.9845,236.98442,372.3352,241.74693,371.29126,242.14403,22.852844,175.137409208553,90.3129742082654,560.0299,113.00353,559.99756,113.01339,559.99493,112.99943,0.03907776,83.6992490723109,0.163701781733923
a4_s6_t1_color.avi,a4,s6,t1,388.9845,236.98442,372.3352,241.74693,371.29126,242.14403,22.852844,175.137409208553,90.3129742082654,560.0299,113.00353,559.99756,113.01339,559.99493,112.99943,0.03907776,83.6992490723109,0.163701781733923
a8_s4_t1_color.avi,a8,s4,t1,388.9879,238.00546,307.44894,202.7056,311.6593,201.8625,113.47157,34.7320750894074,93.0375462536505,46.993267,164.01086,47.0147,163.99948,47.010715,163.97125,0.05706024,109.932832725506,0.166074258130124
a8_s4_t1_color.avi,a8,s4,t1,388.9879,238.00546,307.44894,202.7056,311.6593,201.8625,113.47157,34.7320750894074,93.0375462536505,46.993267,164.01086,47.0147,163.99948,47.010715,163.97125,0.05706024,109.932832725506,0.166074258130124
a2_s3_t2_color.avi,a2,s3,t2,389.0017,236.98587,388.99762,236.99324,398.15344,233.51025,12.62735,40.1481974565529,0.894267131300702,40.02748,171.00288,40.009014,170.99579,39.997055,171.03413,0.061676025,86.3038828125682,0.166074258132318
a2_s3_t2_color.avi,a2,s3,t2,389.0017,236.98587,388.99762,236.99324,398.15344,233.51025,12.62735,40.1481974565529,0.894267131300702,40.02748,171.00288,40.009014,170.99579,39.997055,171.03413,0.061676025,86.3038828125682,0.166074258132318
a21_s5_t3_color.avi,a21,s5,t3,388.98364,236.97859,389.01654,237.03993,366.32425,245.8696,31.5504,83.0557436648289,1.299447516168,39.981533,171.0179,40.00769,171.01407,40.033302,171.01862,0.05248642,161.602592515965,0.171543737459621
a21_s5_t3_color.avi,a21,s5,t3,388.98364,236.97859,389.01654,237.03993,366.32425,245.8696,31.5504,83.0557436648289,1.299447516168,39.981533,171.0179,40.00769,171.01407,40.033302,171.01862,0.05248642,161.602592515965,0.171543737459621
a16_s8_t4_color.avi,a16,s8,t4,261.03583,249.97615,276.59848,210.90498,282.59796,219.3084,52.22989,57.242489900024,148.12334957599,593.9582,179.00246,594.0154,179.03041,594.0211,179.04372,0.10418701,139.374459156042,0.171543737459621
a16_s8_t4_color.avi,a16,s8,t4,261.03583,249.97615,276.59848,210.90498,282.59796,219.3084,52.22989,57.242489900024,148.12334957599,593.9582,179.00246,594.0154,179.03041,594.0211,179.04372,0.10418701,139.374459156042,0.171543737459621
a1_s7_t1_color.avi,a1,s7,t1,388.99545,237.99438,310.27997,141.23047,310.27567,140.3444,176.36977,141.150592253703,43.5759159416539,39.991863,171.9686,39.948624,172.01486,39.967987,172.0014,0.056682587,12.135066001948,0.173098505122827
a1_s7_t1_color.avi,a1,s7,t1,388.99545,237.99438,310.27997,141.23047,310.27567,140.3444,176.36977,141.150592253703,43.5759159416539,39.991863,171.9686,39.948624,172.01486,39.967987,172.0014,0.056682587,12.135066001948,0.173098505122827
a2_s3_t4_color.avi,a2,s3,t4,388.98938,236.99294,388.9694,237.00302,338.48294,265.08737,78.600876,177.688570361907,4.32344182693511,560.00934,111.98543,559.9825,111.9801,559.9821,111.97417,0.038482666,104.746477873128,0.196217655893506
a2_s3_t4_color.avi,a2,s3,t4,388.98938,236.99294,388.9694,237.00302,338.48294,265.08737,78.600876,177.688570361907,4.32344182693511,560.00934,111.98543,559.9825,111.9801,559.9821,111.97417,0.038482666,104.746477873128,0.196217655893506
a2_s3_t1_color.avi,a2,s3,t1,389.0351,236.99973,389.0455,236.99551,334.2778,266.69855,84.456116,6.4402132959518,4.53980329199627,40.01079,170.98344,39.981987,171.0194,39.97483,171.0122,0.06472397,83.5816204982484,0.196217655893506
a2_s3_t1_color.avi,a2,s3,t1,389.0351,236.99973,389.0455,236.99551,334.2778,266.69855,84.456116,6.4402132959518,4.53980329199627,40.01079,170.98344,39.981987,171.0194,39.97483,171.0122,0.06472397,83.5816204982484,0.196217655893506
a1_s4_t2_color.avi,a1,s4,t2,387.98734,237.99843,338.22305,238.35678,348.34967,246.45168,48.09091,39.0503007222361,11.1267400085148,41.020496,171.99583,41.01386,171.98433,41.015102,172.0063,0.015861511,26.7423132394923,0.220367296122521
a1_s4_t2_color.avi,a1,s4,t2,387.98734,237.99843,338.22305,238.35678,348.34967,246.45168,48.09091,39.0503007222361,11.1267400085148,41.020496,171.99583,41.01386,171.98433,41.015102,172.0063,0.015861511,26.7423132394923,0.220367296122521
a9_s8_t3_color.avi,a9,s8,t3,388.99643,237.99873,388.99597,237.97192,217.35992,246.27122,179.909,88.2098772684617,60.3684818803041,40.001587,171.99283,39.980877,172.01454,39.948696,172.00415,0.0642128,115.74990346434,0.2213881562796
a9_s8_t3_color.avi,a9,s8,t3,388.99643,237.99873,388.99597,237.97192,217.35992,246.27122,179.909,88.2098772684617,60.3684818803041,40.001587,171.99283,39.980877,172.01454,39.948696,172.00415,0.0642128,115.74990346434,0.2213881562796
a9_s8_t1_color.avi,a9,s8,t1,389.02338,238.00424,389.03018,237.9619,372.78793,244.12267,22.353867,60.0974760506911,1.65205908569133,560.0191,113.01918,559.9949,113.02577,560.01544,112.97971,0.043128967,50.7169666202173,0.231449556994838
a9_s8_t1_color.avi,a9,s8,t1,389.02338,238.00424,389.03018,237.9619,372.78793,244.12267,22.353867,60.0974760506911,1.65205908569133,560.0191,113.01918,559.9949,113.02577,560.01544,112.97971,0.043128967,50.7169666202173,0.231449556994838
a23_s1_t1_color.avi,a23,s1,t1,285.03244,177.98329,280.60507,177.04398,291.3424,175.56944,8.723816,19.7977138371918,15.1290256284413,45.97202,162.99611,46.018185,162.98189,46.005764,162.97806,0.05179596,34.2587023652907,0.243810356102618
a23_s1_t1_color.avi,a23,s1,t1,285.03244,177.98329,280.60507,177.04398,291.3424,175.56944,8.723816,19.7977138371918,15.1290256284413,45.97202,162.99611,46.018185,162.98189,46.005764,162.97806,0.05179596,34.2587023652907,0.243810356102618
a25_s8_t1_color.avi,a25,s8,t1,343.95917,281.04355,339.77164,288.6844,337.42017,322.80072,48.296173,155.218114894513,175.877736695634,46.00563,176.0245,46.02687,175.99054,46.03642,175.9665,0.08878708,169.648743543226,0.254646232271001
a25_s8_t1_color.avi,a25,s8,t1,343.95917,281.04355,339.77164,288.6844,337.42017,322.80072,48.296173,155.218114894513,175.877736695634,46.00563,176.0245,46.02687,175.99054,46.03642,175.9665,0.08878708,169.648743543226,0.254646232271001
a23_s3_t3_color.avi,a23,s3,t3,271.95474,357.98993,275.88016,357.87296,281.77304,357.59705,10.211182,179.026208704834,173.808165715158,559.99164,112.00678,560.0015,112.021866,560.0142,112.012955,0.028755188,88.1804895459795,0.254646232272432
a23_s3_t3_color.avi,a23,s3,t3,271.95474,357.98993,275.88016,357.87296,281.77304,357.59705,10.211182,179.026208704834,173.808165715158,559.99164,112.00678,560.0015,112.021866,560.0142,112.012955,0.028755188,88.1804895459795,0.254646232272432
a10_s8_t1_color.avi,a10,s8,t1,388.9819,237.96126,352.54205,181.64464,313.45096,260.2512,97.82088,59.3462069063377,56.2230752076728,560.02405,113.0041,559.99286,112.976616,559.9734,112.97403,0.08072662,146.182924195707,0.258087351336953
a10_s8_t1_color.avi,a10,s8,t1,388.9819,237.96126,352.54205,181.64464,313.45096,260.2512,97.82088,59.3462069063377,56.2230752076728,560.02405,113.0041,559.99286,112.976616,559.9734,112.97403,0.08072662,146.182924195707,0.258087351336953
a21_s5_t1_color.avi,a21,s5,t1,389.01605,236.98589,389.00528,237.00307,337.89023,106.617775,181.49393,53.494349941834,112.501461477901,559.96246,113.017586,559.9775,113.02388,560.0045,112.98134,0.078300476,99.6954789986654,0.261622745694199
a21_s5_t1_color.avi,a21,s5,t1,389.01605,236.98589,389.00528,237.00307,337.89023,106.617775,181.49393,53.494349941834,112.501461477901,559.96246,113.017586,559.9775,113.02388,560.0045,112.98134,0.078300476,99.6954789986654,0.261622745694199
a4_s8_t1_color.avi,a4,s8,t1,328.01553,357.04178,327.70114,357.08344,327.5643,357.1136,0.5230408,175.121716463991,45,389.0225,237.97604,389.02148,238.08623,389.04074,238.05495,0.09715271,31.0931874477376,0.271541945685159
a4_s8_t1_color.avi,a4,s8,t1,328.01553,357.04178,327.70114,357.08344,327.5643,357.1136,0.5230408,175.121716463991,45,389.0225,237.97604,389.02148,238.08623,389.04074,238.05495,0.09715271,31.0931874477376,0.271541945685159
a20_s1_t3_color.avi,a20,s1,t3,389.00925,236.98373,361.52475,244.14497,382.02237,242.25745,12.26059,9.34278133748845,0.794470466132166,39.972435,171.02,39.99609,170.98796,40.001186,171.00319,0.04556656,54.9390870485218,0.276789052176661
a20_s1_t3_color.avi,a20,s1,t3,389.00925,236.98373,361.52475,244.14497,382.02237,242.25745,12.26059,9.34278133748845,0.794470466132166,39.972435,171.02,39.99609,170.98796,40.001186,171.00319,0.04556656,54.9390870485218,0.276789052176661
a1_s7_t2_color.avi,a1,s7,t2,388.98956,238.02258,317.05496,163.02382,318.00586,170.13321,138.87308,36.1870933329289,105.370654864323,560.0089,113.00471,559.9841,113.01827,559.9658,113.01263,0.05101013,134.172209677049,0.285051277584413
a1_s7_t2_color.avi,a1,s7,t2,388.98956,238.02258,317.05496,163.02382,318.00586,170.13321,138.87308,36.1870933329289,105.370654864323,560.0089,113.00471,559.9841,113.01827,559.9658,113.01263,0.05101013,134.172209677049,0.285051277584413
a16_s1_t3_color.avi,a16,s1,t3,264.99936,301.0477,261.09244,261.50885,264.5628,241.451,60.03325,164.540767901433,173.423957849705,284.9894,177.0228,286.36646,177.42418,285.5374,177.97954,1.5047455,50.0677997892549,0.294829882359037
a16_s1_t3_color.avi,a16,s1,t3,264.99936,301.0477,261.09244,261.50885,264.5628,241.451,60.03325,164.540767901433,173.423957849705,284.9894,177.0228,286.36646,177.42418,285.5374,177.97954,1.5047455,50.0677997892549,0.294829882359037
a1_s8_t1_color.avi,a1,s8,t1,389.0098,238.0068,361.77075,245.46353,364.04333,245.38153,32.341187,13.2432453167838,1.35923070792468,46.990784,163.99854,46.966343,163.99548,46.958942,164.0301,0.06341171,94.9481257314661,0.309703899958391
a1_s8_t1_color.avi,a1,s8,t1,389.0098,238.0068,361.77075,245.46353,364.04333,245.38153,32.341187,13.2432453167838,1.35923070792468,46.990784,163.99854,46.966343,163.99548,46.958942,164.0301,0.06341171,94.9481257314661,0.309703899958391
a1_s8_t4_color.avi,a1,s8,t4,387.9981,237.98468,388.01724,237.97778,346.58472,246.0463,49.475006,8.80173204722137,1.85173625046793,47.009674,163.97026,46.980488,164.01657,46.99187,163.98866,0.03620529,10.0311636515699,0.328139001491413
a1_s8_t4_color.avi,a1,s8,t4,387.9981,237.98468,388.01724,237.97778,346.58472,246.0463,49.475006,8.80173204722137,1.85173625046793,47.009674,163.97026,46.980488,164.01657,46.99187,163.98866,0.03620529,10.0311636515699,0.328139001491413
a25_s1_t1_color.avi,a25,s1,t1,288.15863,175.89392,286.27036,221.38647,296.672,245.59425,78.2137,154.370854914443,21.9293392182659,540.00543,133.98865,539.9842,133.97868,539.97046,133.98547,0.038146973,128.558456685597,0.337030109857615
a25_s1_t1_color.avi,a25,s1,t1,288.15863,175.89392,286.27036,221.38647,296.672,245.59425,78.2137,154.370854914443,21.9293392182659,540.00543,133.98865,539.9842,133.97868,539.97046,133.98547,0.038146973,128.558456685597,0.337030109857615
a1_s8_t2_color.avi,a1,s8,t2,389.03604,237.96596,389.02652,237.97083,363.73117,240.81944,28.158356,159.348329054485,4.69948492454729,46.99335,164.0146,46.971817,164.00665,47.010494,163.97014,0.06160736,63.6152505067382,0.358093959323397
a1_s8_t2_color.avi,a1,s8,t2,389.03604,237.96596,389.02652,237.97083,363.73117,240.81944,28.158356,159.348329054485,4.69948492454729,46.99335,164.0146,46.971817,164.00665,47.010494,163.97014,0.06160736,63.6152505067382,0.358093959323397
a1_s5_t3_color.avi,a1,s5,t3,279.85193,169.03021,278.39728,169.64966,244.23395,213.91501,80.50278,150.726566966788,134.160660783005,46.010906,176.97986,46.00173,177.01866,45.97173,177.06842,0.12773895,162.214094473391,0.367275607338126
a1_s5_t3_color.avi,a1,s5,t3,279.85193,169.03021,278.39728,169.64966,244.23395,213.91501,80.50278,150.726566966788,134.160660783005,46.010906,176.97986,46.00173,177.01866,45.97173,177.06842,0.12773895,162.214094473391,0.367275607338126
a13_s8_t3_color.avi,a13,s8,t3,389.00027,238.01112,358.97467,244.49847,354.82562,247.21088,43.374405,159.017657721801,19.2550086524582,39.99655,172.01228,40.005535,172.02486,40.027214,171.99728,0.045661926,73.7220250086131,0.386933110946983
a13_s8_t3_color.avi,a13,s8,t3,389.00027,238.01112,358.97467,244.49847,354.82562,247.21088,43.374405,159.017657721801,19.2550086524582,39.99655,172.01228,40.005535,172.02486,40.027214,171.99728,0.045661926,73.7220250086131,0.386933110946983
a16_s5_t2_color.avi,a16,s5,t2,282.9649,170.01448,282.41263,170.26125,282.81323,169.9023,0.26385498,17.7850680490585,175.601294645004,539.97394,134.00636,539.99097,134.01964,540.00476,134.01309,0.03755188,116.674064461879,0.400663255792304
a16_s5_t2_color.avi,a16,s5,t2,282.9649,170.01448,282.41263,170.26125,282.81323,169.9023,0.26385498,17.7850680490585,175.601294645004,539.97394,134.00636,539.99097,134.01964,540.00476,134.01309,0.03755188,116.674064461879,0.400663255792304
a14_s5_t2_color.avi,a14,s5,t2,388.99634,237.03319,388.98593,237.06424,376.60663,243.64485,19.001373,136.52210856182,1.42852092695218,45.99548,162.98975,46.03056,162.99272,46.0356,162.98088,0.048984528,108.205434249352,0.403484735058043
a14_s5_t2_color.avi,a14,s5,t2,388.99634,237.03319,388.98593,237.06424,376.60663,243.64485,19.001373,136.52210856182,1.42852092695218,45.99548,162.98975,46.03056,162.99272,46.0356,162.98088,0.048984528,108.205434249352,0.403484735058043
a16_s5_t3_color.avi,a16,s5,t3,280.89816,170.06725,277.84848,164.1443,282.187,172.10991,3.3315125,1.33161246041722,81.5125698095724,45.966755,176.02522,45.983414,176.03098,45.984238,175.99835,0.044353485,72.3961543846789,0.403484735058043
a16_s5_t3_color.avi,a16,s5,t3,280.89816,170.06725,277.84848,164.1443,282.187,172.10991,3.3315125,1.33161246041722,81.5125698095724,45.966755,176.02522,45.983414,176.03098,45.984238,175.99835,0.044353485,72.3961543846789,0.403484735058043
a6_s5_t1_color.avi,a6,s5,t1,278.92538,170.03462,278.9849,169.76378,279.71976,170.05986,0.8196106,80.4471740166216,176.031293337344,539.0279,114.00314,539.00195,113.983795,538.9899,113.96524,0.0758667,159.662907090699,0.415179541144655
a6_s5_t1_color.avi,a6,s5,t1,278.92538,170.03462,278.9849,169.76378,279.71976,170.05986,0.8196106,80.4471740166216,176.031293337344,539.0279,114.00314,539.00195,113.983795,538.9899,113.96524,0.0758667,159.662907090699,0.415179541144655
a25_s6_t3_color.avi,a25,s6,t3,266.59155,106.10318,284.39606,136.70187,294.24875,195.55771,117.111725,159.309501317687,10.4304314520547,544.95105,180.01872,544.9423,179.99117,544.98737,179.97527,0.07977295,91.8679231805891,0.427572506833244
a25_s6_t3_color.avi,a25,s6,t3,266.59155,106.10318,284.39606,136.70187,294.24875,195.55771,117.111725,159.309501317687,10.4304314520547,544.95105,180.01872,544.9423,179.99117,544.98737,179.97527,0.07977295,91.8679231805891,0.427572506833244
